object_id,numero_de_chamada,autor_principal,entradas_secundariasautor,entradas_secundariasautor_2,titulo_principal,publicacao,descricao_fisica,notas,assuntos,entradas_secundariasautor_3,catalogacao_pre_marc,serie,isbn,outros_titulos,entradas_secundariasautor_4,entradas_secundariasautor_5,entradas_secundariasautor_6,entradas_secundariasautor_7,entradas_secundariasautor_8,entradas_secundariasautor_9,notas_de_resumo,entradas_secundariastitulo,edicao,issn,entradas_secundariasautor_10,entradas_secundariasautor_11,entradas_secundariasautor_12,entradas_secundariasautor_13,entradas_secundariasautor_14,entradas_secundariasautor_15,entradas_secundariasautor_16,entradas_secundariasautor_17,entradas_secundariasautor_18,entradas_secundariasautor_19,entradas_secundariasautor_20,entradas_secundariasautor_21,entradas_secundariasautor_22,entradas_secundariasautor_23,entradas_secundariasautor_24
279,7(81) L551s  2012 Coleção Bibliográfica,"Leme, Shirley Paes","Chiarelli, Tadeu organização  texto
Asbury, Michael texto
Alzugaray, Paula texto
Belluzzo, Ana Maria de Moraes texto
Araújo, Olívio Tavares de texto
Ribeiro, Marília Andrés texto
Milliet, Maria Alice texto
Moraes, Angélica de texto
Sampaio, Márcio texto
Duarte, Luísa texto
Braga, Paula texto
Castro, Daniela texto
Sant'Anna, Margarida texto",,Shirley Paes Leme / [organização e texto] Tadeu Chiarelli ; [texto] Michael Asbury ... [et al.].,"Rio de Janeiro : Alfaiatar, 2011.",254 p. : il. color. ; 30 cm,,"Escultura (trabalho visual) -- Brasil -- Século 21
Pintura (obra visual) -- Brasil -- Século 21
Instalação (trabalho visual) -- Brasil -- Século 21
Arte conceitual -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21",,,,ISBN : 9788562328268,,,,,,,,,,,,,,,,,,,,,,,,,,
257,741(81) K65q  Coleção Bibliográfica,"Klisys, Adriana","Stella, Carlos Dala ilustração",,"Quer jogar? / Adriana Klisys, texto ; Carlos Dala Stella, desenhos","São Paulo : SESC, 2010.",188 p. : il. color. ; 29 cm,,"Jogo -- Arte
Desenho (obra visual)
Recreação",,,,ISBN : 9788598112985,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,Unama,"Belém : Unama Galeria de Arte, 199-?.",21 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,"Kostelanetz, Richard",,,Senários : scripts to perform,"S. l. : Assembling Press, 1980.",704 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,COLETIVO Museu de Arte do Rio M986r  Coleção Bibliográfica,Museu de Arte do Rio. MAR Rio de Janeiro,"Martins, Carlos curadoria  texto
Cardoso, Rafael curadoria texto
Herkenhoff, Paulo texto organização",,Rio de imagens : uma paisagem em construção,"Rio de Janeiro : Museu de Arte do Rio, 2013.",185 p. : il. color. ; 28 cm,"Catálogo publicado em decorrência da exposição Rio de Imagens realizada no Museu de Arte do Rio, na cidade no período de 1 de março de 2013 a 22 de setembro de 2013.","Miranda, Thereza artista
Ateliê Sitezendorf 
Rio de imagens : uma paisagem em construção Rio de Janeiro 2013
Pintura (obra visual) Rio de Janeiro -- Século 20 -21
Fornero, Maria  artista
Fotografia Rio de Janeiro -- Século 20 -21
Salathé, Friedrich  artista
Escultura (trabalho visual) Rio de Janeiro -- Século 20 -21
Taunay, Felix Émile artista
Arte conceitual Rio de Janeiro -- Século 20 -21
Bauch, Emil artista
Videoarte Rio de Janeiro -- Século 20 -21
Taunay, Nicolas - Antoine artista
Arte moderna (período) Rio de Janeiro -- Século 20 -21
Facchinetti, Nicolau artista
Arte contemporânea (período) Rio de Janeiro -- Século 20 -21
Muller, August  artista
Castagneto, Giovanni Battista artista
Vinet, Henri Nicolas artista
Buvelot, Abraham Louis artista
Wiegandt, Bernhard  artista
Santoro, Rosalbino  artista
Monvoisin, Quinsac de  artista
Hagedorn, Friedrich  artista
Desmons, Iluchar  artista
Chamberlain, Henry artista
Susemihl, Johann Theodor  artista
Susemihl, Johann Jacob  artista
Frond, Victor  artista
Blasco, Miguel Ângelo  artista
Albernaz, João Teixeira  artista
Figueira, André Vaz artista
Barão do Rio Branco, José Maria da Silva Paranhos Jr  artista
Manna, Francisco artista
Ferrez, Marc artista
Lavoie, H. artista
Landowski, Paul artista
Ragan, Leslie artista
Grouth, W. artista
J. Carlos  artista
Carneiro, Francisco artista
Gallé, Emile  artista
Latour, Eugênio artista
Nery, Ismael artista
Segall, Lasar artista
Amaral, Tarsila do artista
Goeldi, Oswaldo artista
Di Cavalcanti, Emiliano artista
Abramo, Lívio artista
Dall'Ara, Gustavo artista
Visconti, Eliseu artista
Lechowsky, Bruno artista
Pancetti, José artista
Guignard, Alberto da Veiga artista
Silva, Vieira da artista
Paula, Inimá de artista
artista
Camargo, Iberê artista
Leontina, Maria artista
Mabe, Manabu artista
Pinet, Georgette artista
Carvalhosa, Carlito artista
Reisewitz, Caio artista
Chaves, Marcos artista
Ferraz, Guga artista
Machado, Ivens artista
Jaguaribe, Claudia artista
Dias, Maurício artista
Alphonsus, Luiz artista
Weller, André artista
Costa, João Baptista da artista
Mavignier, Almir artista
Meireles, Cildo artista
Sampaio, José artista
Charoux, Lothar artista
Cruz, José Maria Dias da artista
Roth, Dieter  artista
Tenreiro, Joaquim artista
Bourgeois, Louise artista
Melo, Thiago Martins de artista
Azevedo, Rodrigo artista
Costa, Baptista da artista
Valentim, Mestre artista
Lisboa, Antônio Francisco artista
Venosa, Angelo artista
MMM, Ascânio artista
Keller, Franz artista
Ludolf, Rubem artista
Bava, Ubi artista
Verger, Pierre artista
Gagarin, Paulo artista
Vieira, Décio artista
Del Santo, Dionísio artista
Daré, Salvio artista
Brocos, Modesto artista
Ismailovitch, Dimitri artista
Malta, Augusto artista
Santos, Almeida artista
Amoedo, Rodolfo artista
Leal, Paulo Roberto artista
Valentim, Rubem artista
Mourão, Raul artista
Berliner, Eduardo artista
Reale, Berna artista
Magno, Montez artista
Schendel, Mira artista
Kretschmar, Carl Eduard del artista
Martins, Carlos artista
Cardoso, Rafael artista",,,,ISBN : 9788599686164,,,,,,,,,,,,,,,,,,,,,,,,,,
961,COLETIVO Galeria Olido G154v  2005 Coleção Bibliográfica,Galeria Olido São Paulo,"Lobacheff, Georgia texto 
Ribeiro, Daniela Maura texto
Nerney, Thomas tradução",,"Visão trocada / Galeria Olido ; [texto] Georgia Lobacheff, Daniela Maura Ribeiro ; [tradução] Thomas Nerney","São Paulo : Galeria Olido, [2005].",[24] p. : il. color. ; 20 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria Olido, na cidade de São Paulo no período de 1 a 29 de outubro de 2005. Conteúdo incompleto : Contem biografia dos artistas.
Texto em português e inglês.","Rocha, Adriana artista
Visão trocada São Paulo 2005
Fotografia Brasil -- Século 21
Adams, Denise artista
Arte contemporânea (período) Brasil -- Século 21
Rezende, Nino artista
Pazé artista
Guggisberg, Sonia artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,Fotografia e novas mídias,"Rio de Janeiro : Contracapa, 2008.",178 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,"Dupuis, David",,,David Dupuis,"New York : Rubestein/Diacono, 1992.",7 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,"Giordano, Carlo",,,Vitalogy : a study of a contemporary presence,"London : Institute of Contemporary Arts, 2005.",32 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,"Veiga, Manoel",,,Pinturas e desenhos,"São Paulo : Galeria Virgilio, 2005.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,"Gianguido, Bonfanti",,,Bonfanti,"Rio de Janeiro : Galeria Thomas Cohn Arte Contemporânea, 1988.",9 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,7(81)-048.53 C691m  2013 Coleção Bibliográfica,,Centro Cultural Banco do Nordeste Fortaleza,Fortaleza,"Migrações : a literatura cearense entre a terra e a água / organizadoras Solange Araújo, Sarah Ipiranga","Fortaleza : Banco do Nordeste, 2013.",117 p. ; 18 cm,,"Pinto, Alcides artista
Crítica literária -- Brasil
Freitas, Emília artista
Teoria literária -- Brasil
Queiroz, Raquel de artista
Difusão cultural -- Brasil
Doralina, Dôra artista
Lopes, Moacir C. artista
Brito, Ronaldo Correia de artista","Lima, Batista de texto 
Centro Cultural Banco do Nordeste Fortaleza Fortaleza
Cavalcante, Alcilene texto
Aragão, Cleudene texto
Rosa, Gian Luigi de texto
Pieiro, Jorge texto
Frutuoso, Susana texto
Araújo, Solange organização
Ipiranga, Sarah organização",,(Coleção diálogos emergentes ; 06),ISBN : 99788577912117,,,,,,,,"Resumo : Seminário avançado de arte : migrações : a literatura cearense entre a terra e a água, realizado pelo Centro Cultural Banco do Nordeste, nos dias 17, 18 e 19 de novembro de 2009.",,,,,,,,,,,,,,,,,,
625,COLETIVO Caixa Cultural C138g  2012 Coleção Bibliográfica,Caixa Cultural Rio de Janeiro,"Souto, Alê curadoria",,Gesto amplificado / [curadoria Alê Souto],"Rio de Janeiro : Caixa Cultural, 2012.",47 p. : il. color. ; 25 cm,"Catálogo publicado em decorrência da exposição Gesto amplificado realizada na Caixa Cultural, na cidade do Rio de Janeiro no período de 7 de março a 22 de abril de 2012.","Souto, Alê artista
Coletivo Acidum grupo artístico
Gesto amplificado Rio de Janeiro 2012
Desenho (obra visual) América do Sul -- Século 21
Miguel, Bruno artista
Grafite (obra visual) América do Sul -- Século 21
Evanovitch, Carla artista
Videoarte América do Sul -- Século 21
Flores, Demiàn artista
Instalação (trabalho visual) América do Sul -- Século 21
Sobral, Heberth artista
Arte contemporânea (período) América do Sul -- Século 21
Cadzco, Horácio artista
Magrão artista
Rosales, Paulo artista
Sánchez, Pedro artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,Festival internacional de arte eletronica : videobrasil,"São Paulo : SESC, 2001.",236 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,"Kranz, Marilia",,,Marilia Kranz,"Rio de Janeiro : s. n., 1998.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,,,Opening spring 2000 in Chelsea,"New York : Edward Thorp Gallery, 2000.",1 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,7.036(81) F981c  2012 Coleção Bibliográfica,Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE,"Dinis, Clarissa Organização
Heitor, Gleyce Kelly Organização
Soares, Paulo Marcondes Organização",,Crítica de arte em Pernambuco : escritos do século XX,"Rio de Janeiro : Azougue, 2012.",282 p. : il. p&b ; 22 cm,,"Crítica de arte -- Brasil -- Século 21
Arte moderna (período) -- Brasil -- Século 21",,,,ISBN : 9788579200908,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"Notari, Juliana",,,Dez dedos,"Rio de Janeiro : Ed. do Autor, 2012.",95 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,COLETIVO Circuitos Compartilhados C578  2008 Coleção Bibliográfica,Circuitos Compartilhados (Curitiba 2008) :,"Goto, Newton organização 
Moura, Sergio texto
Lima, Joana d'Arc de Souza texto",,Circuitos compartilhados : catálogo de sinopses / [organizador] Goto Newton,"Curitiba : Epa!, 2008.",15 p. : il. color ; 27cm,Inclui bibliografia Conteúdo incompleto : Inclui sinopses e fichas técnicas.,"Bruscky, Paulo artista
Instalação (trabalho visual) Brasil -- século 20 - 21
Meireles, Cildo artista
Arte moderna (período) Brasil -- século 20 - 21
Coutinho, Wilson artista
Goto, Newton artista
Taquara artista
Dietrich, Jochen artista
Moreira, Jailton artista
Andrade, Luís artista
Sandrini, Juliano artista
Niklaus, Martha artista
Nador, Mônica artista
Fagundes, Pablo artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,"Wainer, Pinky",,,Pinky Wainer,"Rio de Janeiro : Paço Imperial, 1997.",ca. 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7(81)-048.53 C691i  2013 Coleção Bibliográfica,,Centro Cultural Banco do Nordeste Fortaleza,Fortaleza,Interurbanos : experiências no espaço público 2008 / Organização de Marcos Paulo Martins de Freitas ... [ et al.],"Fortaleza : Banco do Nordeste, 2013.",97 p. ; 18 cm,,"Difusão cultural -- Brasil -- Século 21
Cultura -- Brasil -- Século 21
Arte pública -- Brasil -- Século 21
Espaço público -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21","Freitas, Marcos Paulo Martins de organização 
Centro Cultural Banco do Nordeste Fortaleza Fortaleza
Moreira, Márcia Zabdiele organização
Freitas, Marcos Joel Martins de organização
Silva, Marcus Markans Fernandes da organização
Veiga, Luana texto
Paim, Cláudia texto
Brait, Felipe texto
Vinícius, Marcus texto
Barreto, Jorge Menna texto
Garbelotti, Raquel texto
Veiga, Luana texto
Cesar, Vítor texto
Nador, Mônica texto
Cesar, Marisa Flórido texto",,(Coleção diálogos emergentes ; 07),ISBN : 99788577912100,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Santini, Edmilson",,,Chegança do almirante negro na pequena África : Odisséia de João Cândido,"Rio de Janeiro : Grande Companhia Brasileira de Mystérios e Novidades, 2010.",88 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,"Kuperman, Cláudio",,,Pinturas,"Rio de Janeiro : Realidade Galeria de Arte, [1986?].",18 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"INDIVIDUAL MIRÓ, Joan M676m  2005 Coleção Bibliográfica","Miró, Joan",Santander Cultural,Porto Alegre,"Mirabolante Miró : gravuras, litografias e xilogravuras originais de Joan Miró / [curadoria e texto] Fabio Magalhães, Jean Frémon ; [texto] Jacques Dupin, Leonel Kaz ; [tradução] Thomas Nerney, Yara Nagelschmidt, Patricia Artundo","Porto Alegre : Santander Cultural, 2005.",98 p. : il. color. ; 26 cm,"Catálogo publicado em decorrência da exposição realizada no Santander Cultural, na cidade de Porto Alegre no período de 18 de março a 28 de agosto de 2005. Conteúdo incompleto : Contem biografia do artista.
Texto em português, espanhol e inglês.","Mirabolante Miró Porto Alegre 2005
Gravura Espanha -- Século 21
Litografia Espanha -- Século 21
Xilogravura (gravura) Espanha -- Século 21
Arte contemporânea (período) Espanha -- Século 21","Magalhães, Fábio curadoria  texto
Santander Cultural Porto Alegre
Frémon, Jean curadoria texto
Dupin, Jacques texto
Kaz, Leonel texto
Nerney, Thomas tradução
Nagelschmidt, Yara tradução
Artundo, Patricia tradução",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"INDIVIDUAL ALBUQUERQUE, Lucílo de A345l  2006 Coleção Bibliográfica","Albuquerque, Lucílio de",Caixa Cultural,Rio de Janeiro,Lucílio de Albuquerque : 1877-1939 / [curadoria] Piedade Epstein Grinberg,"Rio de Janeiro : Caixa Cultural, 2006.",64 p. : il. color. ; 27 cm,"Catálogo publicado em decorrência da exposição Lucílio de Albuquerque 1877-1939 realizada na Caixa Cultural, na cidade do Rio de Janeiro no período de 17 de setembro a 5 de novembro de 2006.
Inclui referências bibliográficas.","Lucílio de Albuquerque 1877-1939
Pintura (obra visual) Brasil -- Século 19 - 20
Arte visual Brasil -- Século 19 - 20
Arte moderna (período) Brasil -- Século 19 - 20","Grinberg, Piedade Epstein curadoria 
Caixa Cultural Rio de Janeiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,74+75(81) S192a  2011 Coleção Bibliográfica,"Sampaio, Márcio","Perktold, Carlos texto 
Alvim, Celma texto
Santos, Fernando Augusto texto
Carsalade, Flávio texto
Morais, Frederico texto
Vale, Israel do texto
Jayme Maurício texto
Nava, José texto
Martins, Maria do Carmo Vivacqua texto
Tristão, Mari'Stella texto
Nuno, Nello texto
Santos, Pierre texto
Pontual, Roberto texto
Sebastião, Walter texto",,Álvaro Apocalypse / Márcio Sampaio,"Belo Horizonte : V&M Brasil, 2011.",343 p. : il. color. ; 33 cm,Texto em português e inglês.,"Apocalypse, Álvaro artista
Desenho (obra visual) Brasil -- Século 20 - 21
Pintura (obra visual) Brasil -- Século 20 - 21
Marionete (artes cênicas) Brasil -- Século 20 - 21
Teatro de fantoches (estruturas) Brasil -- Século 20 - 21",,,,ISBN : 9788590935711,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"INDIVIDUAL FREITAS, Iole de F866i  2000 Coleção Bibliográfica","Freitas, Iole de 1945-",Centro de Arte Hélio Oiticica,Rio de Janeiro,"Iole de Freitas / textos de Vania Bonelli, Paulo Sergio Duarte, Sônia Salzstein","Rio de Janeiro : Centro de Arte Hélio Oiticica, 2000.",74 p. : il. color. ; 27 cm,"Catálogo publicado em decorrência da exposição realizada no Centro de Arte Hélio Oiticica, na cidade do Rio de Janeiro no período de 18 de maio a 6 de agosto de 2000
Texto em português e inglês","Escultura (trabalho visual) Brasil -- Século 20
Iole de Freitas Rio de Janeiro 2000
Arte contemporânea (período) Brasil -- Século 20","Bonelli, Vania texto 
Centro de Arte Hélio Oiticica Rio de Janeiro
Duarte, Paulo Sergio texto
Salzstein, Sônia texto",,,ISBN : 8586675091,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"INDIVIDUAL ZILIO, Carlos Z69c  2000 Coleção Bibliográfica","Zilio, Carlos",Centro de Arte Hélio Oiticica,Rio de Janeiro,"Carlos Zilio / [curadoria e texto] Paulo Venâncio Filho ; [texto] Vania Bonelli, Paulo Sérgio Duarte ; [fotografia] César Barreto ; [tradução] Carolyn Brissett","Rio de Janeiro : Centro de Arte Hélio Oiticica, 2000.","54 p., [2] f. dobradas : il. color. ; 23 cm","Catálogo publicado em decorrência da exposição realizada no Centro de Arte Hélio Oiticica, na cidade do Rio de Janeiro no período de 23 de agosto a 5 de novembro de 2000.
Bibliografia: p. 48. Conteúdo incompleto : Contém biografia do artista.
Texto em português e inglês.","Pintura (obra visual) Brasil -- Século 20
Arte contemporânea (período) Brasil -- Século 20","Venancio Filho, Paulo curadoria  texto
Centro de Arte Hélio Oiticica Rio de Janeiro
Bonelli, Vania texto
Duarte, Paulo Sergio texto
Barreto, César fotografia
Brissett, Carolyn Joy tradução",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,"INDIVIDUAL GRASSMANN, Marcello G769s  2011 Coleção Bibliográfica","Grassmann, Marcello",Caixa Cultural,Salvador ; Rio de Janeiro,Marcello Grassmann / Sombras e sortilégios / [curadoria] Antonio Carlos Abdalla ; [fotografia] Nelson Aguiar ; [texto] Pedro Hiller,"Rio de Janeiro : Caixa Cultural, 2011.",77 p. : il. color. ; 20 cm,"Catálogo publicado em decorrência da exposição realizada na Caixa Cultural Salvador, no período de 5 de outubro a 20 de novembro de 2011 ; e, na Caixa Cultural Rio de Janeiro, no período de 6 de dezembro de 2011 a 15 de janeiro de 2012.","Sombras e sortilégios Salvador ; Rio de Janeiro 2011-2012
Gravura Brasil -- Século 21
Litografia Brasil -- Século 21
Impressão (obra visual) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Abdalla, Antonio Carlos curadoria 
Caixa Cultural Salvador ; Rio de Janeiro
Aguilar, Nelson fotografia
Hiller, Pedro texto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,COLETIVO Itaú Cultural I88t  2000 Coleção Bibliográfica,Itaú Cultural São Paulo,"Hill, Marcos curadoria  texto
Ribenboim, Ricardo texto
Moraes, Angélica de curadoria
Bousso, Daniela curadoria
Cocchiarale, Fernando curadoria
Zaccagnini, Carla curadoria
Rocque, Cláudio de La curadoria
Guimarães, Dodora curadoria
Moreira, Jailton curadoria
Amaral, João Henrique do curadoria
Anjos, Moacir dos curadoria
Cardoso, Sérgio Vieira curadoria
Matesco, Viviane curadoria",,"Tempo, corpo, corpo, meio / Itaú Cultural ; [curadoria e texto] Marcos Hill ; [texto] Ricardo Ribenboim ; [curadoria] Angélica de Moraes ... [et al.] ; [fotografia] Eduardo Castanho","São Paulo : Itaú Cultural, 2000.",16 p. : il. color. ; 23 cm,"Catálogo publicado em decorrência da exposição realizada no Itaú Cultural Campinas, no período de 27 de abril a 16 de junho de 2000 ; na Galeria Itaú Cultural Brasília, no período de 9 de agosto a 22 de setembro de 2000 ; no Itaú Cultural Belo Horizonte, no período de 17 de outubro a 17 de novembro de 2000. Conteúdo incompleto : Contém biografia dos artistas.","Fraipont, Edouard artista
Tempo, corpo, corpo, meio São Paulo 2000
Fotografia Brasil -- Século 20
Sacco, Helene artista
Rumos visuais
Instalação (trabalho visual) Brasil -- Século 20
Prates, Katia artista
Videoarte Brasil -- Século 20
Santos, Maria Ivone dos artista
Arte contemporânea (período) Brasil -- Século 20
Paglieri, Rodrigo artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
